recno,RA_ICRS,DE_ICRS,GaiaDR2,GLON,GLAT,Plx,e_Plx,pmRA*,e_pmRA*,pmDE,e_pmDE,RV,e_RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,_RA.icrs,_DE.icrs
150473,119.5798717237,-61.39780746302,5289891114297950336,274.424986234935,-16.126535893830976,2.410996261863318,0.0266138798042279,-5.721644027222811,0.0553713897645137,11.858667732414652,0.0565842042552587,,,458,15.616593,1.6960163,0.9,NGC_2516         ,4241.331,119.57992318304,-61.39785852116
150476,120.10315075088,-61.30152313143,5289895477984777728,274.4575899633215,-15.85963680123714,2.465616725917528,0.0534407730944852,-4.926002317300116,0.10865439372882,11.040539904128364,0.1060443742213521,,,412,16.581558,2.0357418,0.8,NGC_2516         ,3929.0942,120.10319491832,-61.30157066708
150477,119.71733136905,-61.39973656174,5289896057802949120,274.45841598149013,-16.0690712977439,2.4295998622051824,0.0968712508923876,-4.088119679968761,0.1989530545769483,11.415865109282263,0.1872398706902705,,,397,17.773548,2.5255299,0.7,NGC_2516         ,3375.6785,119.71736813906,-61.39978571338
150478,119.98416898329,-61.32024360559,5289898020605414016,274.4470383089242,-15.91888146770759,2.362036220041,0.0225926743184783,-4.712546041542891,0.0457622481714678,11.733439840450457,0.0467540975930858,22.591174623546195,2.567536481779488,413,12.634859,0.8862591,0.9,NGC_2516         ,6126.1113,119.98421126208,-61.32029412456
150493,120.11521350883,-61.2614832129,5289992372447986816,274.42363727151934,-15.835762689603555,2.422690999527049,0.01617552133226,-5.5940766883371165,0.0316882619190569,11.497483469728191,0.0320821220538021,,,413,13.96013,1.1554222,0.9,NGC_2516         ,5331.0693,120.1152636024,-61.26153271594
150536,119.48917821253,-61.3836508849,5290641943303303168,274.3910776677983,-16.158557937896667,2.4075156781437004,0.0133075931779194,-5.091646096679527,0.0280893583309435,11.67030073847134,0.0269495616134659,,,467,13.852373,1.1375208,0.9,NGC_2516         ,5460.5547,119.48922398505,-61.38370113202
150537,119.57602414534,-61.35245976985,5290642046382523008,274.3822208822476,-16.107251967585785,2.4860945719349026,0.0458277155295962,-4.857348289943872,0.102121853124347,11.79851110617278,0.0883910382068578,,,438,16.637846,2.0804758,0.8,NGC_2516         ,3800.3206,119.57606776807,-61.35251056898
150538,119.40135259149,-61.35808837166,5290642561778464512,274.3473010233475,-16.184179732685124,2.4347845710546427,0.0526629101915127,-4.858128434559617,0.1135986114978253,11.530867472823882,0.0978674965476927,,,466,16.511696,1.9966707,0.7,NGC_2516         ,4180.0576,119.40139622907,-61.35813801844
150539,119.46558543026,-61.31155745831,5290643077174550144,274.3190222162143,-16.135427807787497,2.426985910294667,0.0198659616499577,-4.215726797907897,0.0406858091627762,11.314564049086233,0.0360244897267276,,,438,14.83624,1.3770475,0.9,NGC_2516         ,4854.8535,119.46562324133,-61.31160617379
150540,119.35654858695,-61.32122149834,5290645860313348608,274.30292515222186,-16.186351982277355,2.428393683297774,0.0152000192467175,-4.739304172957316,0.0303405662473209,11.322704779510063,0.0263159705937177,,,455,13.683712,1.1215801,0.9,NGC_2516         ,5627.311,119.35659110712,-61.32127024886
150541,119.47538419761,-61.29692045708,5290646130890161536,274.30774917259373,-16.124514264893165,2.432592767733984,0.022033573139604,-4.471644788224832,0.0433402155613359,11.395453690898147,0.0379747539974691,23.433563109122208,3.019368194983097,394,12.04566,0.76652336,0.7,NGC_2516         ,6612.747,119.47542428531,-61.29696952083
150542,119.45002645206,-61.27612430328,5290646410069174400,274.28269383347214,-16.12575951839675,2.409383938103681,0.0138529540801161,-5.08465969035607,0.0286824874238925,11.570937443054978,0.0248912078716214,,,454,13.619254,1.0793152,1.0,NGC_2516         ,5690.83,119.45007200516,-61.27617412258
150543,119.36136086854,-61.28374858181,5290646715006401408,274.26936110171806,-16.167104786205854,2.4185029041208788,0.0969500737229711,-4.146368176719593,0.1853744858713998,11.469107151016464,0.2689058942206712,,,364,17.491304,2.4077568,0.7,NGC_2516         ,3461.2385,119.36139802458,-61.28379796268
150544,119.39018897631,-61.25503987949,5290647200343154944,274.2494342572075,-16.14161210385125,2.3517154928121857,0.0436954904532819,-4.859811206825596,0.0894992320810144,11.655390223280376,0.081300749541376,,,323,16.405432,2.290742,0.9,NGC_2516         ,3656.1514,119.3902324858,-61.25509006241
