recno,RA_ICRS,DE_ICRS,GaiaDR2,GLON,GLAT,Plx,e_Plx,pmRA*,e_pmRA*,pmDE,e_pmDE,RV,e_RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,_RA.icrs,_DE.icrs
208123,261.41621427627,-50.50537042142,5925517137078742016,339.68013714582423,-8.33401135782773,0.9691418241764592,0.1466269629742979,-2.309706290454664,0.2418493629949917,-5.1119528983694575,0.2166919645579552,,,184,17.726076,1.6302471,0.7,IC_4651          ,4313.81,261.41622991223,-50.50534841162
208124,261.39117116134,-50.47985855332,5925517927326965120,339.6929132369671,-8.306719061143076,1.0551528279584592,0.0562769788910399,-2.0154903525521606,0.114254554524464,-5.237238434027107,0.098199341177172,,,193,16.171276,1.3196774,0.9,IC_4651          ,5616.4966,261.39118479819,-50.4798360041
208125,261.25745597504,-50.50490608517,5925519473541081984,339.62464377549566,-8.249276302925352,1.1064889167135288,0.0260024488291018,-2.374734983867884,0.0436035924130848,-5.212845466503385,0.0408318280242362,,,185,13.26869,0.7252655,1.0,IC_4651          ,6325.5234,261.25747205107,-50.50488364097
208126,261.16009561278,-50.49901060224,5925520053335664640,339.59526869125324,-8.194282064662334,1.2446458948224648,0.0437786365266506,-2.286108860691978,0.0776566110913287,-4.8140878936591935,0.0697339397793977,,,200,15.510481,1.1932335,0.9,IC_4651          ,5223.2075,261.16011108692,-50.49898987492
208127,261.22944304179,-50.42555292244,5925521363326813312,339.68178400237935,-8.190824395734339,1.1265261373867,0.0509949923884824,-2.3613404764113337,0.0885999004768372,-5.234408308670927,0.0831549768059655,,,161,15.45028,1.1176863,1.0,IC_4651          ,5122.7725,261.22945900034,-50.4255303854
208128,261.29899292742,-50.40858601999,5925521638204686592,339.72068061192715,-8.218568239855129,1.048412953280273,0.0441680882222282,-2.6209433732623366,0.0736813478967665,-5.0377583691928365,0.0668598512104954,,,183,15.373089,1.0673714,1.0,IC_4651          ,5663.8647,261.29901063409,-50.40856432964
208129,261.26431458921,-50.39887118154,5925521672539188480,339.71664002782,-8.194757949395177,1.0303307814220417,0.0279738762512523,-2.3843318940666927,0.0515606128845728,-5.465740347744919,0.0459910412764473,,,200,14.30452,0.99566174,1.0,IC_4651          ,8037.018,261.26433069407,-50.39884764849
208130,261.28451469886,-50.38026700033,5925521809978169856,339.7394933867083,-8.195320690954764,1.1023107713474083,0.0973204848076138,-2.304878935213437,0.1767175581753969,-5.007491987719485,0.1570792923178047,,,199,17.1557,1.6047516,0.9,IC_4651          ,4824.477,261.28453026095,-50.3802454403
208131,261.26688148177,-50.36356975649,5925522046199423616,339.74736464505645,-8.176757798474396,1.086817875084127,0.0245808765130789,-2.2169053325429444,0.0438212017711786,-4.987633753668792,0.03902911732577,,,186,13.277766,0.7219486,1.0,IC_4651          ,6456.5703,261.26689644461,-50.36354828196
208132,261.14874113318,-50.3546494853,5925522595955257856,339.7130711349656,-8.108876857028669,1.0737191730837123,0.0674391026734254,-2.0933212828540797,0.1031384590751579,-5.32120238641154,0.0942149885841039,,,151,15.338394,1.2079754,1.0,IC_4651          ,6236.7793,261.14875525925,-50.35462657457
