recno,RA_ICRS,DE_ICRS,GaiaDR2,GLON,GLAT,Plx,e_Plx,pmRA*,e_pmRA*,pmDE,e_pmDE,RV,e_RV,o_Gmag,Gmag,BP-RP,proba,Cluster,Teff50,_RA.icrs,_DE.icrs
271,56.70879498158,23.53208765212,64980832261312640,166.9705975399458,-23.978496506947952,7.435068511681745,0.0921601093954209,20.966271520012967,0.1760776448921396,-44.89340593746377,0.115691123065739,,,212,16.317553,2.8989172,1.0,Melotte_22       ,3142.6853,56.70869652175,23.53228094315
276,56.55284929199,23.58701886551,64984951133439232,166.81446760787745,-24.034258777661503,7.160652132721784,0.1585421468619621,21.190842062132347,0.3243073241339605,-44.54471875509829,0.2552907073401,,,165,17.125605,3.0165892,0.9,Melotte_22       ,3118.825,56.55274973594,23.58721065524
277,56.61581291094,23.59252113528,64985127228608128,166.8571083100985,-23.99133246892971,7.258132997063343,0.048402529221162,18.52474966018847,0.0930558510851558,-44.74323224455684,0.056091407387248,6.2454549870444,1.2260833258968584,177,12.594947,1.5945015,1.0,Melotte_22       ,5149.178,56.61572587673,23.59271377973
280,57.08581067609,23.51688290611,64988803720689408,167.26022225325687,-23.755836362835726,7.09561620829703,0.2057726575264887,19.66940136627637,0.3572052090383912,-44.799248659379664,0.2442200651117608,,,192,17.79109,3.3021889,1.0,Melotte_22       ,2885.2307,57.08571831717,23.51707579174
286,57.08269846942,23.60314412634,64998905483757568,167.1940430410076,-23.6943672391446,7.293600691701366,0.0637022392847202,20.69913065117725,0.1213704618565022,-44.68420679025156,0.1023235808931857,,,193,15.0645685,2.4345636,1.0,Melotte_22       ,3479.4272,57.08260121151,23.60333651664
287,57.05744752158,23.63299647503,64999558318784768,167.15337182511848,-23.688094836128776,7.359041668068634,0.1028675288580677,20.435169071438967,0.1936953816977554,-46.16770592788277,0.1572119795760261,,,173,15.955802,2.797223,1.0,Melotte_22       ,3125.7153,57.05735148205,23.63319525263
288,57.07051867859,23.63659067909,64999588381514496,167.16032916557583,-23.677337618181188,7.095886635807336,0.0463259187432937,18.394856107010696,0.0906300049813857,-44.79790751539409,0.0636602204531912,5.93566178174299,0.3441216276886167,202,9.986124,0.7458563,1.0,Melotte_22       ,6309.0156,57.07043222558,23.63678355895
289,57.0467576548,23.66195842583,65000417312240896,167.12408293049492,-23.673424266915703,7.214634211680794,0.0864727318967176,19.538858154683,0.1660588716560227,-45.366088843216815,0.1211093031071815,,,201,15.71589,2.3638,1.0,Melotte_22       ,,57.04666580735,23.66215375202
290,57.03734790692,23.70633652275,65000863988835200,167.08434977879332,-23.64660637017364,7.449435939204899,0.1264370220489162,20.58353719221462,0.2449083770250244,-47.7112398182236,0.1749822175267498,,,202,16.82563,3.0578432,1.0,Melotte_22       ,2978.3186,57.03725111581,23.70654194611
291,56.75985183785,23.54316676082,65003612767943040,167.00020690793227,-23.938726333293648,7.553948971036757,0.1772067366389745,20.365479119061167,0.3586059812670329,-47.31688275592322,0.2508088052328468,,,178,17.936346,3.231165,0.9,Melotte_22       ,3156.4492,56.75975619134,23.54337048626
292,56.74244795284,23.5606235236,65004437401569664,166.9744354259119,-23.93661840946597,7.358708411716663,0.0968043940105151,20.446865177048487,0.1965168131697887,-45.88589854292299,0.1308678023453198,,,193,16.72112,2.7971,1.0,Melotte_22       ,3185.46,56.74235191135,23.56082108785
293,56.72404120206,23.58336016321,65004712279475712,166.94402693657509,-23.93122523325701,7.410569251115422,0.0433632014446421,21.08110684410993,0.0891147757686984,-45.29890576219623,0.0542359035709634,6.281353536911749,0.7722901181517569,219,10.383268,0.8226509,1.0,Melotte_22       ,5983.2856,56.72394216431,23.58355520013
294,56.76582878896,23.61612113702,65005262035285888,166.95075337073072,-23.88120729070645,7.1364311561007225,0.0502708051723922,20.589784517618902,0.0925684584769042,-44.328223275964405,0.0614762809799249,,,221,14.286755,2.4694462,0.9,Melotte_22       ,3675.1404,56.76573203526,23.61631199462
295,56.8615934602,23.63388417565,65005846150835200,167.00838049516807,-23.808851195535585,7.365836586923728,0.1148896110288408,19.675846431041457,0.2063915147256037,-43.39612470618564,0.1546199541935807,,,182,16.357365,3.048687,1.0,Melotte_22       ,3158.29,56.86150098865,23.63407102005
296,56.86188695811,23.67813316418,65007083101413888,166.97592158745437,-23.77604972507295,7.604931015974854,0.0602180508818465,21.762075696239688,0.1193695530214184,-45.66198972493292,0.0883668058850308,,,182,7.7320957,0.2205081,0.8,Melotte_22       ,8473.967,56.86178464719,23.67832976438
297,56.68706021076,23.6185589385,65007942094880640,166.89068157126064,-23.92809562988456,7.167705825670857,0.1684522910616816,17.438342045347255,0.2755391035963416,-43.15189082088349,0.1850792131194521,,,167,17.5849,3.1481514,0.7,Melotte_22       ,3284.4458,56.68697826451,23.61874473134
298,56.68002020714,23.62260917114,65008010814357248,166.88248244961605,-23.92945322820289,7.309224091818323,0.1784763307357283,19.18187437602356,0.2962068152306659,-44.70066468781292,0.1965533280539123,,,191,17.415617,2.8909874,1.0,Melotte_22       ,3352.969,56.67993006489,23.62280163231
299,56.71926583571,23.64514510816,65008388771477120,166.8949019830803,-23.8885674759596,7.058621816193022,0.1140316677071337,19.251537683888827,0.1984170476895448,-45.12675909922199,0.1395490272828151,,,206,16.52099,3.149191,1.0,Melotte_22       ,3219.4597,56.71917535051,23.6453394039
300,56.77834078756,23.7149585672,65010239900405504,166.88707699637052,-23.800535598916383,7.322029970324941,0.0450718059585706,19.493448311788537,0.0774996216859867,-44.235315752245285,0.0502096545844104,5.4898581009517216,1.045733996427945,211,12.001295,1.2329378,1.0,Melotte_22       ,5420.0737,56.77824911638,23.71514902478
301,56.84458450207,23.73507165541,65010519075247616,166.9211380324836,-23.74476149474165,7.494341042277997,0.0818986047308225,20.388001167492792,0.1519248391608414,-45.75770594709599,0.1061722184161446,,,200,16.373417,2.9139967,1.0,Melotte_22       ,3067.7354,56.84448860931,23.73526866772
302,56.80647930781,23.7140919405,65010549138050944,166.90849377437843,-23.78378958087942,7.349683243233597,0.0438921794005004,19.961914105899996,0.0888648566839936,-45.48280163734619,0.0532306124488044,6.959985190749414,0.6661360209457067,201,12.213566,1.2762156,1.0,Melotte_22       ,4957.9053,56.80638543421,23.7142877692
303,56.78942246309,23.74198596515,65011412428446592,166.8753313427089,-23.773742280996583,7.302015561848563,0.0823546922928752,21.44115891500599,0.1540868837904966,-45.46510460145174,0.0958788681668294,,,193,14.190984,2.3946419,1.0,Melotte_22       ,3467.825,56.78932161156,23.74218171765
304,56.96658171606,23.66318228886,65011962184337664,167.06415135698853,-23.72223637938868,7.609715390647766,0.1373494120730321,20.15183087387116,0.2498136901350379,-47.46856277968336,0.1867382557369691,,,175,17.092678,3.067627,0.9,Melotte_22       ,3018.9878,56.96648698629,23.66338666736
305,56.93613476915,23.70071080897,65012408860856832,167.0139939353389,-23.713454975977516,7.166039336006279,0.0972546354134243,20.42655641822917,0.1753390229550461,-45.24395782291944,0.1326965233571451,,,165,16.682201,3.062623,1.0,Melotte_22       ,2987.4812,56.93603872036,23.70090560931
306,56.92168153869,23.74009204405,65013474012743936,166.97426889218963,-23.693382082609723,7.338616687684602,0.032752146732707,19.405915130352103,0.0668509246420197,-44.443025909276976,0.0519873642952608,13.657238030613769,5.738181886639043,175,13.348431,1.6672621,1.0,Melotte_22       ,4201.55,56.92159026155,23.74028339595
307,57.03323237839,23.73971533425,65014195567317504,167.05665654982985,-23.62459054230007,7.482147579290945,0.1011847768061156,19.54489596320264,0.190971456788685,-46.62876066168408,0.1365812538129938,,,212,16.024557,2.7911282,1.0,Melotte_22       ,3165.6062,57.0331404478,23.73991609694
308,57.0724008446,23.8064033913,65014985841292032,167.03618386891563,-23.551241084649696,7.034770374223936,0.1270616013481371,19.97270294101892,0.2217452522058091,-43.73396055647097,0.1562732410511086,,,202,16.764149,2.9623728,1.0,Melotte_22       ,3058.0886,57.07230685363,23.80659169027
