source_id,ra,dec,l,b,phot_g_mean_mag,bp_rp,parallax,parallax_error,priam_flags,flame_flags,a_g_val,e_bp_min_rp_val,teff_val,radius_val,radius_percentile_lower,radius_percentile_upper,original_ext_source_id,j_m,h_m,ks_m,diff_min
5240758986239130240,168.88307110719197,-63.09633713265857,292.32836312142604,-2.2161038735635783,16.85982,1.4223042,0.6599102568233993,0.0676237805711697,100001.0,200111.0,,,4446.0,1.0721796,0.94984263,1.1042511,11153193-6305468,15.05,14.656,14.488,7.445942470564728e-05
5336777657377742976,169.94821542196473,-63.10480415337745,292.78230715859365,-2.0532736618050915,13.103316,0.6295948,0.6585165762953734,0.0191117417659687,100001.0,200111.0,,,6860.0,2.2004704,2.1145399,2.5488229,11194758-6306173,12.168,12.043,12.006,7.325378226338833e-05
5336779787681515008,169.71503510669666,-63.05043422728397,292.6643249762964,-2.039090162376976,15.373708,1.0959673,0.7182424930443836,0.0310400920231201,100001.0,200111.0,0.913,0.455,5005.83,1.4121176,1.2781324,1.4931953,11185163-6303017,13.942,13.601,13.558,7.234964440483577e-05
5336779886446818432,169.647466157122,-63.09528573748622,292.65138021866005,-2.091821668706577,16.609669,1.356411,0.7137766873673081,0.0535713117156692,100001.0,200111.0,0.8843,0.4487,4863.915,0.8662221,0.790359,0.95893085,11183540-6305431,14.895,14.519,14.355,7.360182675317445e-05
5336780642364706560,169.64657070578323,-63.01522168168989,292.62287890109354,-2.0169942899423803,17.447483,1.4782963,0.7474353799681613,0.0875798969291704,,,,,,,,,11183518-6300551,15.397,14.756,13.621,7.218873354862582e-05
5336780882879334528,169.56379241073057,-63.00419070875359,292.5838068062153,-2.0198764408361507,12.943732,0.5177841,0.7315595795447768,0.0272212584492868,100001.0,200111.0,,,7271.3335,1.9060253,1.7984395,1.9859837,11181533-6300151,12.167,12.086,12.068,7.262948244965434e-05
5336781093351606528,169.80518474386284,-63.034514029774726,292.69707517676795,-2.0098947927511914,13.5399685,0.8720865,0.7096670940696934,0.0191181945376108,100001.0,200111.0,,,5800.143,2.3569841,1.9940044,2.6820302,11191325-6302043,12.376,12.13,12.019,7.354130892851903e-05
5336781398275414144,169.7432540461878,-63.0034380694718,292.65987237610307,-1.9905859368912349,13.199044,0.5801773,0.6731202953371991,0.0174976975351961,100001.0,200111.0,1.372,0.676,6969.0,1.9975171,1.9411786,2.061367,11185840-6300124,12.317,12.205,12.157,7.236737562208496e-05
5336782021064265984,169.75138602706872,-62.95123315175714,292.6450768242726,-1.9403828149406217,17.073566,1.3847389,0.4550240526190093,0.0759125403329152,,,,,,,,,11190035-6257045,15.249,14.786,14.59,0.001894852377232325
5336782124143369984,169.6363819112123,-62.99825551147047,292.61258596276133,-2.0027316425660477,14.30917,0.8866987,0.6779356152441888,0.021380193653284,100001.0,200111.0,,,5617.7437,1.8574586,1.6469351,2.0717418,11183274-6259538,13.12,12.905,12.806,7.326764768486879e-05
5336782261582365440,169.6583495448622,-62.977114564387904,292.6145094409485,-1.9794337689126809,16.722744,1.329113,0.7033905276244128,0.0608301153521689,100001.0,200111.0,0.8087,0.385,4726.58,0.9008759,0.8187399,0.97579354,11183802-6258376,14.286,14.619,13.81,7.375350946500818e-05
5336782776978511488,169.7094833419253,-62.93842161695836,292.62272734762985,-1.9350473919290807,15.329719,1.1134195,0.6685379353621951,0.0276814192129093,100001.0,200111.0,1.2515,0.608,5019.0,1.5378877,1.4762888,1.5941141,11185029-6256184,13.856,13.543,13.446,7.421040143114779e-05
5336783017496678016,169.63262388845388,-62.91947399922847,292.58330355886665,-1.9295674714448836,15.370697,1.224412,0.6333453413621537,0.031252375133813,100001.0,200111.0,,,4854.0,1.7365099,1.6968944,1.8239392,11183186-6255102,13.682,13.344,13.218,0.000780569081240939
5336783086216159616,169.58557427376985,-62.90183316049036,292.5570295507849,-1.9205839629049952,13.147212,0.6023159,0.7457695236341749,0.0165949909607519,100001.0,200111.0,0.489,0.2177,7091.6665,1.7853274,1.6867272,1.9230547,11182055-6254066,12.241,12.213,12.113,7.389754544085131e-05
5336785182159837056,169.20460813484885,-63.10814713194275,292.46844379719903,-2.174809781401576,16.229362,1.4406824,0.6700437897779951,0.0445723894956212,100001.0,200111.0,,,4472.783,1.3870376,1.1828381,1.4457904,11164912-6306293,14.379,13.883,13.94,7.266127030301444e-05
5336786071199740928,169.5094935734028,-63.07463773750819,292.5856095362085,-2.094479233625922,16.37691,1.2934055,0.7031045545075524,0.0492968262359194,100001.0,200111.0,0.973,0.482,4824.3496,1.0002152,0.9108498,1.0348197,11180229-6304287,14.792,14.291,14.203,7.265193170178843e-05
5336787278103960704,169.28344076241345,-63.03364899614513,292.4752223438829,-2.092476674299176,13.370761,0.69025326,0.7055132473991581,0.0208152988892913,100001.0,200111.0,1.1637,0.5905,6346.75,2.1213708,1.9727389,2.1466632,11170803-6302012,12.376,12.188,12.12,7.166797863225785e-05
5336789678972349568,168.9530541141009,-62.99943469860721,292.3229123950752,-2.114287681608146,16.977242,1.4153652,0.7956348997198667,0.0780953583972181,100001.0,200111.0,0.6087,0.3237,4465.0,0.831984,0.7044498,0.8449153,11154874-6259580,15.126,14.605,14.354,7.345792528104675e-05
5336789782052571392,169.20766033540025,-63.05211061845012,292.44969850454413,-2.1219788412529623,17.44993,1.5352898,0.7297639889801634,0.0860518365322958,,,,,,,,,11164986-6303075,15.559,14.971,14.857,6.989293706376166e-05
5336790606688999424,169.14907026016536,-62.9806755724331,292.3992871354054,-2.06477936662327,17.861101,1.596138,0.7572167670621048,0.1109530816136565,,,,,,,,,11163578-6258504,15.862,15.204,14.893,7.518827793627031e-05
5336790679718078336,169.10867902085272,-62.9654397326626,292.3766771608591,-2.057133702642946,15.175377,1.0888081,0.7590926870044932,0.0301351863976367,100001.0,200111.0,0.975,0.4747,5019.3867,1.4539175,1.3336533,1.6473348,11162610-6257555,13.743,13.019,13.189,7.246719450622789e-05
5336791298193347968,169.00297669764834,-62.95834226319259,292.3292560959033,-2.067781594116339,15.842528,1.1994629,0.6972560377705503,0.0368336312143591,100001.0,200111.0,,,4891.3335,1.244041,1.2231141,1.2969455,11160073-6257299,14.296,13.97,13.814,7.391237422671618e-05
5336791774916528256,168.98331139796397,-62.91751489256874,292.3061844004345,-2.0329204655130626,17.668013,1.6470432,0.6843915576879419,0.1028629603910491,,,,,,,,,11155600-6255030,15.506,14.859,14.704,7.361673280291073e-05
5336791985388166016,169.52439756643204,-63.05423575181547,292.58472671950284,-2.0730073178452506,13.044925,0.59200287,0.7376583634786447,0.0221147865839579,100001.0,200111.0,1.375,0.678,6995.25,1.9426112,1.893172,2.0183969,11180587-6303153,12.183,12.102,11.997,7.387455249259072e-05
5336792466424544256,169.4261349593014,-62.995409762826526,292.5221988041234,-2.0337330444588697,13.5899935,0.69861317,0.7051565874717891,0.0165544236365772,100001.0,200111.0,1.18,0.604,6498.0,1.829165,1.6693178,2.036507,11174228-6259435,12.62,12.459,12.385,7.310773742781767e-05
5336792908787826688,169.46897786428076,-62.96298748147483,292.5289353601196,-1.996521064525531,15.258977,1.1038647,0.6236327725377336,0.0313704211027506,100001.0,200111.0,,,5061.1504,1.6677686,1.5452093,1.7373693,11175256-6257468,13.836,13.399,13.342,7.348166169107041e-05
5336792913101191552,169.45953916896488,-62.9662698146059,292.5260811720871,-2.00110839927361,16.850271,1.3589668,0.6925998897859872,0.0684745119875975,100001.0,200111.0,,,4778.2524,0.8377146,0.7774472,0.94915044,11175031-6257587,14.979,14.497,14.441,7.35951648639448e-05
5336793114946192768,169.32656246263377,-63.00061485622335,292.4817544342525,-2.0546422330397185,16.89904,1.3130741,0.6379636464376494,0.0704381941890681,100001.0,200111.0,0.706,0.347,4739.4966,0.9090393,0.83889365,0.97465825,11171839-6300023,15.272,14.765,14.501,7.731883478075935e-05
5336793359777713920,169.29658766675118,-62.97991290716975,292.4616539666655,-2.04013822769873,16.88352,1.390091,0.7740175499491541,0.0662553382695213,100001.0,200111.0,0.7228,0.352,4480.0,0.8842291,0.7680201,0.9314531,11171120-6258478,15.06,14.666,14.526,7.03567838065117e-05
5336793669015417088,169.35503020509384,-62.95006344350069,292.47587692761647,-2.0027938227878472,14.613066,0.9599457,0.7584381856710919,0.0238301296000448,100001.0,200111.0,0.8775,0.4247,5370.0,1.6000652,1.3900517,1.6296703,11172522-6257002,13.327,13.108,12.946,7.301023745636584e-05
5336793737734927872,169.3854250227246,-62.936526810497845,292.48400263189296,-1.9852312269868164,14.788795,1.0019445,0.7400988052346769,0.0236753864636949,100001.0,200111.0,1.08,0.5227,5202.6665,1.6305323,1.5265157,1.7363725,11173251-6256115,13.5,13.172,13.049,7.1867264428036e-05
