source_id,ra,dec,l,b,phot_g_mean_mag,bp_rp,parallax,parallax_error,priam_flags,flame_flags,a_g_val,e_bp_min_rp_val,teff_val,radius_val,radius_percentile_lower,radius_percentile_upper,original_ext_source_id,j_m,h_m,ks_m,diff_min
5969195751920335360,250.50056534633327,-40.0494805146874,343.3427951310257,4.084704433286161,11.437051,1.2510853,5.689128596641885,0.0483135460714535,100001.0,200111.0,1.045,0.515,4825.25,1.201777,1.1154228,1.2481838,16420014-4002577,9.812,9.312,9.159,0.0001134692089831076
5969200871522420992,250.5999262244677,-40.05832870503616,343.3861826023933,4.021541600620598,9.35607,1.0083923,5.501638259783653,0.0868200941571538,100001.0,200111.0,,,5094.0,2.8193622,2.6258154,2.8644688,16422399-4003296,8.047,7.614,7.464,0.00011502693900824172
5969201489997778176,250.55508684974345,-40.04171118942392,343.37615751958765,4.0583418738601225,15.079073,3.1277304,5.715157783382027,0.0794965041758863,100002.0,200111.0,1.2507,0.7137,3694.18,0.50910586,0.41330552,0.59979033,16421323-4002298,11.805,11.211,10.921,0.0001137892635460707
5969201623077411840,250.5013836947201,-40.0460070802156,343.34583250024207,4.086515070908635,12.827961,1.7029753,5.58231383200758,0.0539467436876002,100001.0,200111.0,,,4207.8926,0.9598116,0.8931197,1.0186445,16420034-4002452,10.779,10.112,9.937,0.00010981663770613144
5969226881848068096,250.77304848951368,-39.88494438192829,343.6046291652119,4.035001350648073,15.299573,3.0340214,5.915761131558469,0.0982463076194297,100002.0,,0.898,0.533,4139.71,,,,16430554-3953054,12.131,11.52,11.27,0.0001149143514508718
5969227667759074816,250.77612348649748,-39.812588484909625,343.6610132659517,4.08058316432772,11.439879,1.2140112,5.92010908580222,0.0571798011314194,100001.0,200111.0,0.836,0.407,4770.655,1.1890117,1.1497146,1.2272476,16430628-3948450,9.88,9.355,9.254,0.00011802235921053896
5969301231964471680,249.7685821114572,-40.07150614367245,342.9551378387355,4.490793913122159,17.708023,3.871786,5.905834993422296,0.1946194755547665,,,,,,,,,16390446-4004170,13.868,13.232,12.84,0.00011435944059996509
5969305733086048000,250.0410918861553,-39.95181707679758,343.18375972883865,4.413748450463548,15.140102,2.6602325,5.3784676940428255,0.0668138651209298,100002.0,200111.0,,,3600.0,0.572922,0.43556488,0.7155692,16400988-3957062,12.131,11.417,11.13,0.00010771985833603847
5969308348767269248,249.92847337401773,-39.98289042801292,343.10310378265706,4.457894219144703,14.493274,2.6640654,5.421722198478585,0.064991130095594,100001.0,200111.0,0.717,0.397,3674.0,0.7156667,0.6593184,0.92996913,16394285-3958580,11.518,10.831,10.616,0.0001181550432672815
5969354803135803776,249.8237694384677,-39.954179666272665,343.07132497714986,4.537013462016691,16.933771,3.2043562,5.990026187224337,0.2056561250407481,100001.0,,,,4248.665,,,,16391772-3957147,13.424,12.832,12.5,0.000114958661035285
5969357483195127808,249.83211838998227,-39.8810013692462,343.1305330941224,4.580746888318807,17.072891,3.6824255,5.572142118758942,0.1517482818198271,,,,,,,,,16391972-3952512,13.395,12.824,12.474,0.0001142834664362897
5969357994249067392,249.83031042452103,-39.810141433289154,343.1828261206536,4.628768982879563,16.098963,3.0790253,5.701202376782772,0.1032633959358043,100002.0,,0.7505,0.415,4533.3965,,,,16391928-3948361,12.842,12.193,11.895,0.00011481439563397609
5969360502525673088,249.6684188241444,-39.80288538982055,343.10544863787817,4.726607158033232,17.051044,3.2159805,5.760325280976288,0.1079212775942443,100001.0,,,,4040.9636,,,,16384043-3948100,13.565,12.901,12.493,0.0001124908970546215
5969362430976692352,249.78975055168772,-39.73403142251056,343.2192389654609,4.702575737817954,18.593761,1.7220917,0.4591084595960129,0.2515871005625962,,,,,,,,,16390954-3944022,16.384,14.463,14.204,0.0023437943276376424
5969361675083412480,249.79469954389472,-39.73121771833098,343.22388473113614,4.701593853444973,15.052079,2.582965,5.573796571351083,0.0529983859897617,100002.0,,,,3291.3333,,,,16391074-3943520,12.225,11.536,11.324,0.00011135490626640658
5969374216389746560,249.71833969084415,-39.67689117614675,343.2255472741458,4.781593411521127,16.14636,3.3206568,5.386833987534293,0.225831914621893,100002.0,,1.0738,0.69,4271.2534,,,,16385242-3940364,12.747,12.108,11.742,0.00010930502150760913
5969374353828723456,249.68143154000907,-39.67956706272639,343.20460969173973,4.801054689876426,9.675797,0.8132448,5.740032810082195,0.0494053571595424,100001.0,200111.0,,,5683.3003,1.8058368,1.685118,1.9038326,16384355-3940460,8.618,8.42,8.345,0.00011369634800326496
