source_id,ra,dec,l,b,phot_g_mean_mag,bp_rp,parallax,parallax_error,priam_flags,flame_flags,a_g_val,e_bp_min_rp_val,teff_val,radius_val,radius_percentile_lower,radius_percentile_upper,original_ext_source_id,j_m,h_m,ks_m,diff_min
3031022952681211520,109.3460325852753,-16.181408747921644,230.2473398861538,-1.7486185536507337,12.827556,0.56541157,0.8414121585937135,0.039751813604037,100001.0,200111.0,0.5972,0.3347,6843.0,1.964891,1.7975167,2.0081935,07172304-1610531,12.034,11.891,11.856,2.386490939757244e-05
3031026457374482304,109.38127879239822,-16.133553090952546,230.2207759258866,-1.6963571851853532,15.559332,1.1918516,0.8776101138697735,0.043083266673957,100001.0,200111.0,0.6428,0.3357,4920.6665,1.1086999,1.0199307,1.1610279,07173150-1608008,14.066,13.588,13.483,2.3715626465283738e-05
3031027797404248320,109.35709405036135,-16.04697035361179,230.1333087947187,-1.6765412496642242,16.513792,1.2843113,0.946118526266082,0.0633955881529211,100001.0,200111.0,0.289,0.139,5080.5,0.6109684,0.59597737,0.6338897,07172570-1602492,14.927,14.312,14.461,2.3794147765786687e-05
3031036593498310656,109.7149276594793,-16.05647968191144,230.3023651957893,-1.3768982980291828,15.72457,1.0596857,0.9315414264194836,0.0395765769912191,100001.0,200111.0,0.1137,0.067,5636.473,0.6992024,0.58701754,0.84565085,07185158-1603234,14.338,14.001,13.899,2.550467060907886e-05
3031036868376213632,109.69152099893404,-16.033320027479558,230.27136513165976,-1.3859505366259657,15.562882,1.0275259,0.9034403288707478,0.0375801331286223,100001.0,200111.0,0.176,0.1035,5112.47,0.9760827,0.90320206,1.021281,07184596-1602001,14.233,13.869,13.786,2.3470272184641847e-05
3031041369501943680,109.75525373462288,-16.083492640839413,230.34437930365843,-1.355285706726273,15.178671,0.9459038,0.9413408525235386,0.034500181442469,100001.0,200111.0,0.102,0.0573,5463.3335,0.95467865,0.81924105,0.99406755,07190125-1605006,13.932,13.652,13.649,2.4443161251006904e-05
3031043774683568896,109.83365247632392,-15.994343671704245,230.30085249044436,-1.2469754886725548,14.685608,0.85181236,0.9002067274076336,0.0270152278928372,100001.0,200111.0,0.285,0.1255,5796.0,1.0980312,0.79380876,1.1741409,07192007-1559396,13.593,13.214,13.23,2.3095114774837768e-05
3031044221360109568,109.9419536800978,-15.951955261239874,230.3121797716011,-1.1351298244955597,15.848366,1.0747881,0.8989669829300033,0.0393704229961963,100001.0,200111.0,0.198,0.0775,5006.967,0.9061843,0.8799694,1.112622,07194606-1557070,14.443,14.119,13.98,2.4102028811560712e-05
3031045591447293312,109.86724698266428,-15.888657715595707,230.2225817774987,-1.1689409145054843,17.3939,1.5449352,0.8369653281889389,0.0875289606441218,,,,,,,,,07192813-1553191,15.534,14.846,14.796,2.407382992885474e-05
3031047348096252928,109.50843617695008,-16.085442792785116,230.2352299466586,-1.5658582569787058,14.871656,0.95174026,0.9064063612327236,0.0319448194883301,100001.0,200111.0,0.3755,0.203,5370.0,1.188548,1.1266669,1.2162466,07180202-1605077,13.599,13.258,13.21,2.3627098112486298e-05
