source_id,ra,dec,l,b,phot_g_mean_mag,bp_rp,parallax,parallax_error,priam_flags,flame_flags,a_g_val,e_bp_min_rp_val,teff_val,radius_val,radius_percentile_lower,radius_percentile_upper,original_ext_source_id,j_m,h_m,ks_m,diff_min
3028936595008269952,115.8277344916948,-15.43774297327636,232.5893161098832,4.079378583442095,9.86222,0.8687849,0.5539030964413015,0.0387867865551266,100002.0,200111.0,2.0577,1.038,5541.0,18.175665,17.52205,19.065607,07431866-1526159,8.759,8.507,8.402,1.6987893187182566e-05
3028940305860032768,115.74495677060182,-15.4037571239459,232.52018928156411,4.026766252105354,15.208891,0.8055868,0.5428067784395324,0.0453992198911618,100001.0,200111.0,0.3717,0.199,5817.75,1.4194784,1.3878115,1.4480846,07425879-1524134,14.15,13.927,13.9,1.7655938049331675e-05
3028942573602721792,115.8158930602276,-15.320694307778076,232.48162310459892,4.127257043590526,15.977703,0.932374,0.6943137204687436,0.059385058529555,100001.0,200111.0,0.045,0.0245,5236.35,0.9897355,0.9135921,1.0591971,07431581-1519144,14.811,14.439,14.508,1.75567533525394e-05
3028943157718270976,115.81654355699892,-15.30600275023418,232.46912482477305,4.135056990428748,15.076029,0.76647377,0.4952940561685227,0.0392773535179794,100001.0,200111.0,0.74,0.385,6081.6665,1.5048268,1.2111194,1.8422484,07431597-1518215,14.085,13.845,13.78,1.7208265029620532e-05
3028945013144094464,115.95714159058043,-15.30386179977774,232.5344428063225,4.254017064638359,14.347174,0.66826725,0.5969725752150115,0.028680325166212,100001.0,200111.0,0.8065,0.3975,6360.0,1.592348,1.472616,1.6581049,07434971-1518139,13.457,13.229,13.117,1.7187597941669136e-05
3028945494180395392,116.02342006302536,-15.279963682863016,232.54531946886505,4.321402242128187,13.799573,0.44185543,0.5869889679414875,0.0265829308809343,100001.0,200111.0,0.5825,0.2975,7775.5,1.4198644,1.3358324,1.5539157,07440562-1516478,13.196,13.074,13.027,1.737036173764686e-05
3028948002441324160,115.9650349790175,-15.28581553404151,232.52248788705904,4.269557561888836,16.010763,0.91735363,0.5559660756631478,0.0528528716842932,100001.0,200111.0,0.2893,0.169,5433.1304,1.1160389,1.0604221,1.1428593,07435161-1517089,14.846,14.447,14.558,1.8444482554893537e-05
3028948620916586368,115.99592679496276,-15.233484523991343,232.49165197495603,4.321338003200959,13.15821,0.2640772,0.6157364426277429,0.0297325988667976,100001.0,,0.583,0.2907,8590.0,,,,07435902-1514005,12.745,12.706,12.67,1.7617687163551817e-05
3028948758355561472,115.95637494650325,-15.240033167203896,232.47843880232557,4.284929463892692,13.887908,0.6318159,0.5765070253741329,0.028582674286141,100001.0,200111.0,1.123,0.5375,6691.6665,1.8392538,1.7050638,2.2603507,07434953-1514241,13.048,12.83,12.789,1.757481316248324e-05
3029101418673164288,115.32449677242656,-15.44011409309847,232.35178772171125,3.65612491219804,16.001822,1.4122744,0.4396908549462967,0.047956668292258,100001.0,200111.0,,,4599.3335,2.1664965,1.9082747,2.3289745,07411788-1526244,14.175,13.642,13.529,1.6417254213058894e-05
3029103583336580224,115.5253912456952,-15.445960363688927,232.45238712740704,3.8218172065073928,16.1788,0.99154377,0.5983458858558357,0.0653762677963175,100001.0,200111.0,0.272,0.1383,5342.3335,0.9981987,0.98573565,1.0497414,07420610-1526454,14.965,14.604,14.428,1.742635886326982e-05
3029104785927683712,115.59757884357684,-15.42117768231687,232.4651373577478,3.894579489443559,16.149986,0.9891424,0.6130727158242169,0.0731755750408933,100001.0,200111.0,0.3175,0.1495,5291.96,1.009585,0.98338234,1.0919985,07422341-1525162,14.807,14.564,14.338,1.788762130540651e-05
3029105644920833664,115.58763737734589,-15.39055655939587,232.4336971607442,3.901331754732493,16.584276,1.052249,0.6794828401502601,0.0799338891102736,100001.0,200111.0,0.1245,0.0613,5096.33,0.81720304,0.7846349,0.8790024,07422103-1523259,15.295,14.837,14.628,1.5724972118231765e-05
3029105679280578560,115.56868067962186,-15.381718759666658,232.41696172854924,3.8897825654163727,15.689776,0.885602,0.615773817730289,0.0542131069346803,100001.0,200111.0,0.2205,0.1083,5801.5,1.0088067,0.8657972,1.1699802,07421648-1522541,14.539,14.255,14.211,1.7174998625073464e-05
3029105885439015552,115.55452495053346,-15.382219535296056,232.41065848329333,3.877658706841931,16.40748,1.04914,0.5300814594238956,0.0744545325895815,100001.0,200111.0,0.5605,0.26,5099.5,1.1346326,0.8446591,1.1517583,07421309-1522559,15.121,14.852,14.723,1.7069756934389532e-05
3029107088029929344,115.4240343313325,-15.386506311739709,232.35231304526272,3.766040205683763,16.620459,1.073637,0.5989611217971924,0.0703292173746908,100001.0,200111.0,0.3012,0.1343,5058.95,0.9286293,0.8293882,0.949812,07414177-1523113,15.23,14.888,14.587,1.7860414864793247e-05
3029107569066312448,115.3390973290386,-15.404501724743067,232.3276483742909,3.685891034383253,16.448692,1.0663214,0.6514178198160683,0.0637375965424928,100001.0,200111.0,0.186,0.091,5046.7666,0.92973703,0.82587564,0.9483483,07412138-1524161,15.124,14.721,14.655,1.7482056108325295e-05
3029108943455722880,115.54632382503628,-15.344214175595653,232.37360379734,3.889499046150783,14.992465,0.8126669,0.6891561755117478,0.0409275624753393,100001.0,200111.0,0.094,0.0472,5785.0,1.250434,1.2190472,1.3284794,07421112-1520391,13.952,13.653,13.563,1.8377818483618304e-05
3029109527571330304,115.4406292469099,-15.34426769471454,232.323353703176,3.800755684246158,17.064663,1.1750278,0.7101791079425279,0.0921841616673658,100001.0,200111.0,0.129,0.063,4918.835,0.68564636,0.67045385,0.7052469,07414575-1520392,15.605,15.11,15.057,1.7238066836946883e-05
3029109836808974336,115.42435609914216,-15.314694215262929,232.28981191333028,3.801644903379383,12.842058,0.25994778,0.6279536155386692,0.0381799750672256,100001.0,,,,8839.5,,,,07414184-1518528,12.407,12.396,12.336,1.7473387363479055e-05
3029110176102134912,115.52373156788292,-15.284160639999202,232.31046113094249,3.9001118827125785,17.124767,1.2008877,0.575754537307579,0.1106690389741206,,,,,,,,,07420569-1517030,15.718,15.155,14.997,1.797192489767951e-05
3029114303575105664,115.1901251122876,-15.3797056236863,232.23529326131285,3.572980376341498,15.481611,1.0347128,0.5564267124545725,0.0402681679546137,100001.0,200111.0,,,5160.6665,1.6077329,1.4457138,1.7563509,07404562-1522468,14.137,13.941,13.732,1.7321160841936397e-05
3029117499030149504,115.09959980364536,-15.35980039759062,232.17499416302184,3.5066988357333275,17.084663,1.3132515,0.6733578923579033,0.0706056786454365,,,,,,,,,07402390-1521353,15.503,15.014,15.053,1.715392495146299e-05
