index,Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
685,LP_1624          ,266.582,-29.175,-0.12299999999999045,-0.257,0.125,198,1.705,0.124,-0.777,0.103,0.48,0.053,,8.46,1.63,11.36,1866.0,1866.0,-4.0,-8.0,6473.0,                               ,266.582,-29.175
686,LP_1800          ,337.843,58.053,105.257,0.071,0.21,230,-4.592,0.137,-2.648,0.134,0.705,0.052,,8.52,1.25,10.72,1392.0,-366.0,1343.0,1.0,8809.0,                               ,337.843,58.053
688,LP_1994          ,191.005,-58.096,-58.05200000000002,4.761,0.141,214,-2.174,0.094,-1.294,0.088,0.501,0.052,,8.86,1.22,11.4,1905.0,1004.0,-1611.0,158.0,7509.0,                               ,191.005,-58.096
689,LP_2000          ,319.099,57.463,97.08,5.822,0.18,134,-3.102,0.129,-4.407,0.143,0.71,0.039,,8.34,1.02,10.59,1312.0,-160.0,1295.0,133.0,8599.0,                               ,319.099,57.463
690,LP_2059          ,153.233,-60.885,-75.18599999999998,-3.717,0.191,88,-6.337,0.082,3.073,0.088,0.472,0.037,,8.43,0.3,11.47,1970.0,502.0,-1901.0,-127.0,8064.0,                               ,153.2331,-60.885
691,LP_2068          ,283.967,-5.094,28.897,-3.303,0.071,110,-0.47,0.144,-4.333,0.12,0.503,0.054,,8.35,1.22,11.47,1969.0,1721.0,950.0,-113.0,6686.0,                               ,283.967,-5.094
692,LP_2094          ,175.495,-61.961,-65.13299999999998,-0.182,0.107,131,-3.712,0.119,1.269,0.112,0.545,0.062,,8.17,0.6,11.19,1733.0,728.0,-1572.0,-5.0,7771.0,                               ,175.495,-61.961
693,LP_2100          ,227.612,-60.495,-40.752999999999986,-2.105,0.137,65,-3.383,0.083,-3.509,0.1,0.481,0.06,,8.4,1.39,11.5,1992.0,1508.0,-1299.0,-73.0,6954.0,                               ,227.612,-60.495
694,LP_2117          ,282.302,-4.466,28.702,-1.54,0.184,526,1.089,0.139,0.094,0.15,0.607,0.066,,8.8,2.08,10.89,1507.0,1321.0,723.0,-40.0,7055.0,                               ,282.302,-4.466
695,LP_2123          ,297.959,22.107,59.381,-2.476,0.078,67,-0.771,0.112,-2.324,0.088,0.582,0.043,,8.54,1.72,11.11,1670.0,849.0,1436.0,-72.0,7626.0,                               ,297.959,22.107
696,LP_2139          ,67.683,46.302,157.324,-1.406,0.198,215,0.308,0.155,-4.233,0.112,0.87,0.07,,8.43,1.68,10.21,1101.0,-1015.0,424.0,-27.0,9365.0,                               ,67.683,46.302
697,LP_2198          ,107.506,4.667,-149.12,6.256,0.166,117,0.678,0.126,-1.008,0.118,0.8,0.068,,9.31,0.17,10.4,1204.0,-1027.0,-614.0,131.0,9387.0,                               ,107.506,4.667
698,LP_2210          ,247.197,-54.963,-29.177999999999997,-4.328,0.124,100,0.04,0.092,-1.284,0.098,0.684,0.056,,8.11,0.8,10.73,1400.0,1218.0,-680.0,-105.0,7153.0,                               ,247.197,-54.963
699,LP_2219          ,130.848,-45.788,-95.10300000000001,-2.039,0.377,208,-5.079,0.093,4.603,0.124,0.648,0.045,,8.1,0.76,10.82,1457.0,-129.0,-1450.0,-51.0,8592.0,                               ,130.848,-45.788
700,LP_2220          ,127.45,-41.343,-100.13600000000002,-1.327,0.193,89,-1.762,0.103,1.07,0.079,0.716,0.039,,8.66,0.68,10.65,1349.0,-237.0,-1328.0,-31.0,8679.0,                               ,127.45,-41.343
701,LP_2238          ,167.713,-56.821,-70.54000000000002,3.397,0.106,90,-7.446,0.106,0.66,0.14,0.814,0.044,,8.47,0.25,10.38,1193.0,397.0,-1123.0,70.0,8022.0,                               ,167.7131,-56.821
702,LP_2253          ,307.515,45.921,83.604,3.974,0.121,105,-1.251,0.128,-0.969,0.142,0.674,0.062,,7.71,1.12,10.97,1563.0,173.0,1550.0,108.0,8312.0,                               ,307.515,45.921
707,LP_5             ,156.138,-72.51,-67.685,-12.738,0.627,342,-6.89,0.099,1.462,0.201,0.51,0.036,,9.43,0.27,11.32,1840.0,681.0,-1660.0,-405.0,7836.0,                               ,156.1381,-72.51
710,LP_658           ,95.274,-3.431,-147.463,-8.312,0.137,106,-1.458,0.101,1.613,0.102,0.673,0.047,,8.97,0.59,10.93,1533.0,-1279.0,-816.0,-221.0,9653.0,                               ,95.274,-3.431
717,Loden_1194       ,212.006,-59.786,-47.56400000000002,1.665,0.336,62,-7.762,0.171,-4.667,0.202,1.329,0.053,,8.4,0.46,9.19,688.0,464.0,-508.0,20.0,7891.0,Cl Loden 1194                  ,212.0061,-59.786
718,Loden_372        ,172.769,-58.507,-67.41699999999997,2.74,0.088,64,-6.807,0.111,0.936,0.106,0.551,0.045,,7.98,0.68,11.2,1734.0,665.0,-1599.0,82.0,7839.0,Cl Loden 372                   ,172.7691,-58.507
719,Loden_46         ,155.884,-54.667,-77.44,2.246,0.327,39,-11.367,0.084,4.645,0.098,0.875,0.033,,8.92,0.21,10.22,1105.0,240.0,-1078.0,43.0,8171.0,Cl Loden 46                    ,155.8841,-54.667
722,Lynga_2          ,216.085,-61.328,-46.161,-0.44,0.198,147,-6.716,0.122,-4.696,0.145,1.034,0.049,,8.01,0.79,9.93,970.0,672.0,-699.0,-7.0,7699.0,Cl Lynga 2                     ,216.0851,-61.328
729,Mamajek_4        ,276.635,-50.772,-15.968999999999994,-16.989,1.404,180,4.646,0.505,-21.051,0.922,2.224,0.077,,8.57,0.31,8.32,461.0,423.0,-121.0,-134.0,7917.0,Cl Mamajek 4                   ,276.635,-50.7719
730,Markarian_38     ,273.819,-18.997,11.985,-0.928,0.044,17,0.845,0.078,-2.277,0.102,0.567,0.051,,7.2,0.84,11.28,1802.0,1762.0,374.0,-29.0,6587.0,Cl Mrk 38                      ,273.819,-18.997
736,Melotte_111      ,186.014,25.652,-137.454,83.401,3.112,306,-12.03,0.537,-8.973,0.845,11.595,0.398,,8.81,0.0,4.67,85.0,-7.0,-6.0,85.0,8347.0,Cl Melotte 111                 ,186.0141,25.652
737,Melotte_20       ,51.617,48.975,147.357,-6.404,2.027,747,22.864,1.127,-25.378,1.205,5.668,0.192,,7.71,0.3,6.17,171.0,-143.0,91.0,-19.0,8483.0,Cl Melotte 20                  ,51.6168,48.9751
738,Melotte_22       ,56.601,24.114,166.462,-23.614,1.274,952,20.077,1.062,-45.503,1.183,7.346,0.177,,7.89,0.18,5.55,128.0,-114.0,27.0,-51.0,8454.0,Cl Melotte 22                  ,56.6009,24.1142
739,Melotte_25       ,67.447,16.948,179.767,-21.164,5.416,515,103.018,20.613,-27.228,13.932,21.059,1.969,,8.9,0.0,3.39,47.0,-44.0,0.0,-17.0,8384.0,Cl Melotte 25                  ,67.4465,16.9481
744,Muzzio_1         ,134.478,-47.761,-92.0,-1.371,0.124,26,-5.261,0.096,4.224,0.097,0.519,0.023,,6.89,3.2,11.35,1858.0,-64.0,-1856.0,-44.0,8607.0,Name Muzzio 1                  ,134.478,-47.761
745,NGC_1027         ,40.677,61.616,135.754,1.545,0.22,377,-1.753,0.134,2.09,0.167,0.882,0.055,,8.29,1.01,10.26,1125.0,-805.0,785.0,30.0,9179.0,NGC 1027                       ,40.677,61.616
747,NGC_1039         ,40.531,42.722,143.682,-15.646,0.403,555,0.722,0.292,-5.681,0.325,1.949,0.105,,8.12,0.16,8.64,534.0,-414.0,304.0,-144.0,8759.0,NGC 1039                       ,40.531,42.722
751,NGC_129          ,7.607,60.213,120.323,-2.552,0.169,365,-2.605,0.099,-1.096,0.099,0.511,0.043,,8.11,1.51,11.4,1906.0,-961.0,1644.0,-84.0,9445.0,NGC 129                        ,7.607,60.213
752,NGC_1333         ,52.297,31.31,158.343,-20.505,0.095,50,7.425,0.868,-9.865,0.515,3.344,0.268,,7.06,2.12,7.38,299.0,-260.0,103.0,-104.0,8601.0,NGC 1333                       ,52.297,31.31
753,NGC_1342         ,52.894,37.38,154.94,-15.347,0.289,327,0.52,0.233,-1.604,0.195,1.502,0.056,,8.91,0.71,9.18,686.0,-599.0,280.0,-181.0,8944.0,NGC 1342                       ,52.894,37.38
756,NGC_1444         ,57.361,52.658,148.1,-1.29,0.056,18,-0.746,0.214,-1.829,0.115,0.832,0.046,,6.99,1.8,10.34,1167.0,-991.0,617.0,-26.0,9351.0,NGC 1444                       ,57.361,52.658
758,NGC_1496         ,61.111,52.668,149.833,0.182,0.044,54,1.511,0.098,-0.756,0.08,0.612,0.042,,8.59,1.42,11.11,1667.0,-1442.0,838.0,5.0,9817.0,NGC 1496                       ,61.111,52.668
759,NGC_1502         ,61.954,62.332,143.671,7.657,0.081,150,-0.571,0.19,-0.848,0.189,0.916,0.054,,7.02,1.92,10.34,1171.0,-935.0,687.0,156.0,9300.0,NGC 1502                       ,61.954,62.332
760,NGC_1513         ,62.47,49.504,152.589,-1.59,0.106,332,1.324,0.177,-3.679,0.161,0.651,0.057,,8.46,1.6,10.95,1546.0,-1372.0,711.0,-42.0,9738.0,NGC 1513                       ,62.47,49.504
761,NGC_1528         ,63.878,51.218,152.069,0.274,0.235,306,2.181,0.156,-2.246,0.127,0.948,0.057,,8.47,0.82,10.14,1067.0,-943.0,500.0,5.0,9296.0,NGC 1528                       ,63.878,51.218
762,NGC_1545         ,65.202,50.221,153.366,0.145,0.29,117,-1.957,0.159,-0.082,0.126,1.367,0.065,,8.04,0.77,9.32,732.0,-654.0,328.0,1.0,9000.0,NGC 1545                       ,65.202,50.221
764,NGC_1582         ,67.985,43.718,159.357,-3.019,0.264,147,2.216,0.182,-1.347,0.13,0.994,0.059,,8.37,0.82,9.99,994.0,-929.0,350.0,-52.0,9276.0,NGC 1582                       ,67.985,43.718
767,NGC_1647         ,71.481,19.079,-179.632,-16.792,0.417,604,-1.057,0.253,-1.502,0.236,1.675,0.076,,8.56,0.64,9.02,635.0,-608.0,-3.0,-183.0,8948.0,NGC 1647                       ,71.481,19.079
768,NGC_1662         ,72.198,10.882,-172.205,-21.077,0.602,231,-1.128,0.225,-1.962,0.229,2.4,0.096,,8.89,0.44,8.16,428.0,-396.0,-54.0,-154.0,8736.0,NGC 1662                       ,72.198,10.882
769,NGC_1664         ,72.763,43.676,161.67,-0.452,0.113,299,1.703,0.169,-5.738,0.146,0.734,0.069,,8.71,0.69,10.64,1341.0,-1273.0,421.0,-10.0,9622.0,NGC 1664                       ,72.763,43.676
770,NGC_1708         ,75.871,52.851,155.752,6.866,0.248,134,0.276,0.148,-1.36,0.128,1.029,0.065,,8.43,1.02,9.93,967.0,-875.0,394.0,115.0,9224.0,NGC 1708                       ,75.871,52.851
772,NGC_1750         ,75.926,23.695,179.119,-10.713,0.419,417,-0.96,0.246,-2.366,0.201,1.361,0.09,,8.41,0.79,9.31,727.0,-715.0,10.0,-135.0,9055.0,NGC 1750                       ,75.926,23.695
773,NGC_1758         ,76.175,23.813,179.158,-10.46,0.106,137,3.156,0.146,-3.465,0.129,1.103,0.059,,8.44,0.93,9.74,885.0,-870.0,12.0,-160.0,9210.0,NGC 1758                       ,76.175,23.813
774,NGC_1778         ,77.033,37.02,168.914,-2.007,0.112,151,0.506,0.139,-3.145,0.115,0.581,0.066,,8.25,0.87,11.11,1663.0,-1631.0,319.0,-58.0,9976.0,NGC 1778                       ,77.033,37.02
776,NGC_1817         ,78.139,16.696,-173.807,-13.032,0.187,413,0.485,0.118,-0.89,0.1,0.551,0.056,,9.05,0.59,11.28,1799.0,-1742.0,-189.0,-405.0,10084.0,NGC 1817                       ,78.139,16.696
778,NGC_188          ,11.798,85.244,122.837,22.373,0.272,857,-2.307,0.139,-0.96,0.146,0.507,0.046,,9.85,0.21,11.15,1698.0,-851.0,1319.0,646.0,9285.0,NGC 188                        ,11.7981,85.244
780,NGC_189          ,9.885,61.09,121.494,-1.749,0.079,47,0.338,0.071,-3.306,0.109,0.772,0.025,,8.6,1.54,10.45,1228.0,-641.0,1046.0,-37.0,9042.0,NGC 189                        ,9.885,61.09
782,NGC_1901         ,79.561,-68.294,-81.14600000000002,-33.631,0.652,69,1.537,0.234,12.67,0.242,2.358,0.052,,8.95,0.21,8.15,427.0,54.0,-351.0,-236.0,8292.0,NGC 1901                       ,79.561,-68.2941
783,NGC_1907         ,82.033,35.33,172.621,0.317,0.075,275,-0.04,0.144,-3.418,0.128,0.611,0.062,,8.77,1.28,11.05,1618.0,-1605.0,207.0,8.0,9947.0,NGC 1907                       ,82.033,35.33
784,NGC_1912         ,82.167,35.824,172.27,0.681,0.163,349,1.58,0.175,-4.424,0.156,0.874,0.064,,8.47,0.73,10.22,1104.0,-1094.0,148.0,13.0,9435.0,NGC 1912                       ,82.167,35.824
785,NGC_1960         ,84.084,34.135,174.542,1.075,0.086,280,-0.155,0.202,-3.388,0.16,0.835,0.064,,7.45,0.63,10.33,1162.0,-1157.0,110.0,21.0,9498.0,NGC 1960                       ,84.084,34.135
786,NGC_1977         ,83.815,-4.819,-151.55,-19.137,0.128,115,1.271,0.471,-0.753,0.503,2.521,0.069,,7.99,1.64,8.05,407.0,-338.0,-183.0,-133.0,8680.0,NGC 1977                       ,83.815,-4.819
787,NGC_1980         ,83.81,-5.924,-150.48,-19.629,0.151,121,1.215,0.21,0.54,0.261,2.586,0.061,,7.12,0.7,7.88,377.0,-309.0,-175.0,-126.0,8650.0,NGC 1980                       ,83.81,-5.924
788,NGC_2099         ,88.074,32.545,177.642,3.086,0.161,1648,1.924,0.201,-5.648,0.175,0.666,0.068,,8.65,0.75,10.78,1432.0,-1429.0,58.0,77.0,9769.0,NGC 2099                       ,88.074,32.545
789,NGC_2112         ,88.452,0.403,-154.114,-12.605,0.173,687,-2.713,0.2,4.27,0.172,0.877,0.066,,9.32,1.71,10.3,1148.0,-1007.0,-489.0,-250.0,9360.0,NGC 2112                       ,88.452,0.403
790,NGC_2126         ,90.658,49.883,163.23,13.15,0.1,112,0.848,0.112,-2.615,0.103,0.747,0.043,,8.99,0.68,10.58,1304.0,-1215.0,366.0,296.0,9563.0,NGC 2126                       ,90.658,49.883
794,NGC_2168         ,92.272,24.336,-173.391,2.23,0.319,1247,2.308,0.239,-2.905,0.235,1.131,0.064,,8.17,0.46,9.79,906.0,-899.0,-104.0,35.0,9240.0,NGC 2168                       ,92.272,24.336
795,NGC_2169         ,92.125,13.951,-164.369,-2.92,0.076,58,-1.068,0.187,-1.655,0.171,0.982,0.083,,7.09,0.85,10.15,1072.0,-1031.0,-288.0,-54.0,9375.0,NGC 2169                       ,92.125,13.951
796,NGC_2183         ,92.717,-6.213,-146.102,-11.839,0.139,52,-3.605,0.454,0.447,0.254,1.211,0.123,,7.24,1.6,9.56,815.0,-662.0,-444.0,-167.0,9013.0,NGC 2183                       ,92.717,-6.213
797,NGC_2184         ,91.69,-2.0,-150.408,-10.848,0.3,93,-0.648,0.198,-0.288,0.281,1.709,0.071,,8.81,0.48,8.85,589.0,-503.0,-285.0,-110.0,8847.0,NGC 2184                       ,91.69,-2.0
802,NGC_2215         ,95.199,-7.277,-144.015,-10.104,0.173,115,0.436,0.114,-3.673,0.124,1.021,0.054,,8.84,0.47,9.95,978.0,-779.0,-566.0,-171.0,9137.0,NGC 2215                       ,95.199,-7.277
804,NGC_2232         ,96.888,-4.749,-145.542,-7.471,0.516,188,-4.745,0.291,-1.84,0.252,3.067,0.099,,7.25,0.01,7.49,315.0,-257.0,-176.0,-40.0,8599.0,NGC 2232                       ,96.888,-4.749
807,NGC_2244         ,98.045,4.914,-153.639,-2.026,0.232,460,-1.598,0.3,0.179,0.352,0.617,0.127,,7.1,1.46,10.85,1478.0,-1324.0,-656.0,-52.0,9686.0,NGC 2244                       ,98.045,4.914
808,NGC_225          ,10.805,61.774,121.96,-1.082,0.216,28,-5.373,0.11,-0.093,0.119,1.432,0.034,,8.46,0.54,9.16,679.0,-359.0,576.0,-12.0,8718.0,NGC 225                        ,10.805,61.774
809,NGC_2251         ,98.68,8.337,-156.387,0.111,0.123,109,0.697,0.156,-3.806,0.128,0.658,0.063,,8.44,0.85,10.91,1519.0,-1391.0,-608.0,2.0,9750.0,NGC 2251                       ,98.68,8.337
813,NGC_2264         ,100.217,9.877,-157.059,2.166,0.072,161,-1.69,0.508,-3.727,0.251,1.354,0.094,,7.44,0.79,9.25,707.0,-650.0,-275.0,26.0,8995.0,NGC 2264                       ,100.217,9.877
816,NGC_2281         ,102.091,41.06,174.925,16.889,0.417,410,-2.946,0.274,-8.321,0.257,1.896,0.089,,8.79,0.09,8.68,544.0,-518.0,46.0,158.0,8858.0,NGC 2281                       ,102.091,41.06
818,NGC_2287         ,101.499,-20.716,-129.02,-10.432,0.332,625,-4.339,0.178,-1.381,0.199,1.36,0.057,,8.23,0.02,9.19,688.0,-426.0,-526.0,-124.0,8782.0,NGC 2287                       ,101.499,-20.716
819,NGC_2301         ,102.943,0.465,-147.443,0.287,0.162,402,-1.367,0.208,-2.179,0.187,1.135,0.068,,8.33,0.08,9.67,857.0,-722.0,-461.0,4.0,9074.0,NGC 2301                       ,102.943,0.465
820,NGC_2302         ,102.977,-7.086,-140.702,-3.121,0.065,51,-1.453,0.127,-0.228,0.155,0.8,0.087,,8.03,0.57,10.5,1258.0,-972.0,-796.0,-68.0,9346.0,NGC 2302                       ,102.977,-7.086
824,NGC_2318         ,104.854,-13.822,-133.845,-4.523,0.172,128,-1.781,0.112,-2.198,0.11,0.716,0.042,,8.64,0.89,10.72,1394.0,-963.0,-1002.0,-109.0,9356.0,NGC 2318                       ,104.854,-13.822
825,NGC_2323         ,105.684,-8.365,-138.34,-1.315,0.263,773,-0.688,0.271,-0.611,0.2,0.997,0.057,,8.12,0.46,9.96,983.0,-734.0,-653.0,-22.0,9098.0,NGC 2323                       ,105.684,-8.365
827,NGC_2335         ,106.69,-10.023,-136.41,-1.192,0.11,162,-0.784,0.143,-0.642,0.126,0.585,0.058,,8.51,0.83,11.1,1661.0,-1202.0,-1145.0,-34.0,9611.0,NGC 2335                       ,106.69,-10.023
828,NGC_2343         ,107.029,-10.619,-135.729,-1.17,0.064,44,0.193,0.132,-0.195,0.102,0.898,0.038,,7.94,0.51,10.18,1088.0,-779.0,-759.0,-22.0,9150.0,NGC 2343                       ,107.029,-10.619
830,NGC_2353         ,108.641,-10.257,-135.316,0.403,0.116,204,-1.121,0.143,0.72,0.148,0.816,0.057,,8.01,0.28,10.43,1220.0,-867.0,-858.0,8.0,9247.0,NGC 2353                       ,108.641,-10.257
831,NGC_2354         ,108.503,-25.724,-121.61699999999999,-6.838,0.152,265,-2.885,0.106,1.832,0.111,0.753,0.035,,9.15,0.35,10.68,1370.0,-713.0,-1158.0,-163.0,9127.0,NGC 2354                       ,108.503,-25.724
832,NGC_2355         ,109.247,13.772,-156.63,11.813,0.078,261,-3.802,0.137,-1.086,0.133,0.497,0.056,,9.0,0.59,11.44,1941.0,-1744.0,-753.0,397.0,10112.0,NGC 2355                       ,109.247,13.772
833,NGC_2358         ,109.261,-17.143,-128.939,-2.269,0.21,83,-1.351,0.085,0.542,0.091,1.061,0.053,,8.82,0.02,9.79,908.0,-570.0,-705.0,-35.0,8938.0,NGC 2358                       ,109.261,-17.143
834,NGC_2360         ,109.443,-15.631,-130.196,-1.409,0.154,680,0.383,0.161,5.603,0.15,0.902,0.053,,9.01,0.39,10.25,1122.0,-724.0,-857.0,-27.0,9104.0,NGC 2360                       ,109.443,-15.631
835,NGC_2362         ,109.671,-24.954,-121.822,-5.547,0.052,144,-2.791,0.184,2.953,0.161,0.742,0.074,,6.76,0.37,10.64,1341.0,-703.0,-1134.0,-129.0,9114.0,NGC 2362                       ,109.671,-24.954
837,NGC_2374         ,111.016,-13.235,-131.595,1.061,0.156,56,-4.665,0.13,0.659,0.089,0.76,0.066,,8.46,0.34,10.42,1212.0,-804.0,-906.0,22.0,9189.0,NGC 2374                       ,111.016,-13.235
839,NGC_2396         ,111.984,-11.725,-132.476,2.61,0.184,148,-1.514,0.101,-0.249,0.07,0.653,0.051,,7.86,0.36,10.81,1453.0,-980.0,-1070.0,66.0,9381.0,NGC 2396                       ,111.984,-11.725
844,NGC_2422         ,114.147,-14.489,-129.036,3.128,0.259,416,-7.057,0.259,0.993,0.247,2.07,0.066,,8.04,0.18,8.52,504.0,-317.0,-391.0,27.0,8666.0,NGC 2422                       ,114.147,-14.489
845,NGC_2423         ,114.299,-13.863,-129.513,3.561,0.268,406,-0.735,0.124,-3.632,0.149,1.045,0.051,,9.04,0.36,9.87,943.0,-599.0,-726.0,58.0,8968.0,NGC 2423                       ,114.299,-13.863
847,NGC_2428         ,114.831,-16.55,-126.91300000000001,2.697,0.146,163,-3.316,0.122,2.461,0.102,0.706,0.05,,8.86,0.32,10.61,1322.0,-793.0,-1056.0,62.0,9194.0,NGC 2428                       ,114.831,-16.55
848,NGC_2432         ,115.223,-19.078,-124.52600000000001,1.779,0.062,170,-0.684,0.09,1.614,0.089,0.493,0.047,,8.84,0.72,11.4,1901.0,-1077.0,-1565.0,59.0,9546.0,NGC 2432                       ,115.223,-19.078
849,NGC_2437         ,115.445,-14.844,-128.111,4.051,0.211,1733,-3.838,0.149,0.365,0.144,0.603,0.06,,8.48,0.73,10.9,1511.0,-930.0,-1185.0,106.0,9345.0,NGC 2437                       ,115.445,-14.844
851,NGC_2447         ,116.141,-23.853,-119.957,0.149,0.202,731,-3.551,0.158,5.068,0.167,0.968,0.055,,8.76,0.05,10.04,1018.0,-508.0,-882.0,2.0,8892.0,NGC 2447                       ,116.141,-23.853
852,NGC_2448         ,116.034,-24.837,-119.154,-0.427,0.267,121,-3.432,0.085,2.941,0.113,0.878,0.047,,7.98,0.12,10.26,1128.0,-549.0,-985.0,-8.0,8944.0,NGC 2448                       ,116.034,-24.837
853,NGC_2451A        ,115.736,-38.264,-107.56899999999999,-7.276,1.146,331,-21.116,0.853,15.328,0.708,5.165,0.117,,7.55,0.0,6.46,195.0,-58.0,-185.0,-24.0,8400.0,NGC 2451A                      ,115.7361,-38.2641
854,NGC_2451B        ,116.128,-37.954,-107.691,-6.856,0.625,283,-9.671,0.409,4.702,0.281,2.719,0.095,,7.61,0.18,7.79,361.0,-108.0,-341.0,-43.0,8455.0,NGC 2451B                      ,116.1281,-37.954
857,NGC_2477         ,118.046,-38.537,-106.429,-5.838,0.15,1713,-2.449,0.169,0.87,0.192,0.665,0.037,,9.05,0.68,10.8,1442.0,-405.0,-1376.0,-146.0,8853.0,NGC 2477                       ,118.046,-38.537
858,NGC_2479         ,118.762,-17.732,-124.00200000000001,5.359,0.075,126,-4.318,0.1,1.053,0.078,0.626,0.058,,8.99,0.15,10.97,1562.0,-869.0,-1289.0,145.0,9299.0,NGC 2479                       ,118.762,-17.732
859,NGC_2482         ,118.787,-24.263,-118.376,2.022,0.149,115,-4.722,0.094,2.189,0.1,0.72,0.053,,8.54,0.32,10.54,1285.0,-610.0,-1129.0,45.0,9021.0,NGC 2482                       ,118.787,-24.263
863,NGC_2516         ,119.527,-60.8,-86.13900000000001,-15.873,0.496,652,-4.748,0.441,11.221,0.345,2.417,0.045,,8.38,0.11,8.14,423.0,27.0,-406.0,-115.0,8322.0,NGC 2516                       ,119.527,-60.8
864,NGC_2527         ,121.246,-28.122,-113.93100000000001,1.872,0.408,340,-5.549,0.229,7.275,0.212,1.536,0.07,,8.84,0.36,9.11,664.0,-269.0,-607.0,21.0,8630.0,NGC 2527                       ,121.246,-28.122
866,NGC_2539         ,122.658,-12.834,-126.279,11.106,0.187,485,-2.331,0.127,-0.584,0.118,0.754,0.064,,8.84,0.11,10.45,1228.0,-713.0,-971.0,236.0,9105.0,NGC 2539                       ,122.658,-12.834
867,NGC_2546         ,123.082,-37.661,-105.08099999999999,-2.009,0.229,122,-3.757,0.095,3.862,0.139,1.034,0.052,,8.15,0.43,9.85,934.0,-242.0,-901.0,-32.0,8630.0,NGC 2546                       ,123.082,-37.661
868,NGC_2547         ,122.525,-49.198,-95.55399999999997,-8.595,0.283,215,-8.609,0.283,4.262,0.28,2.553,0.071,,7.51,0.14,7.99,396.0,-37.0,-390.0,-59.0,8387.0,NGC 2547                       ,122.5251,-49.198
869,NGC_2548         ,123.412,-5.726,-132.158,15.39,0.369,454,-1.313,0.194,1.029,0.178,1.289,0.065,,8.59,0.15,9.44,772.0,-500.0,-552.0,205.0,8857.0,NGC 2548                       ,123.412,-5.726
870,NGC_2567         ,124.645,-30.631,-110.207,2.975,0.064,67,-2.955,0.076,2.58,0.091,0.542,0.033,,8.5,0.49,11.19,1726.0,-595.0,-1618.0,89.0,9080.0,NGC 2567                       ,124.645,-30.631
871,NGC_2571         ,124.723,-29.775,-110.87899999999999,3.511,0.127,150,-4.902,0.143,4.246,0.13,0.732,0.071,,7.43,0.29,10.62,1329.0,-473.0,-1240.0,81.0,8899.0,NGC 2571                       ,124.723,-29.775
875,NGC_2627         ,129.309,-29.952,-108.42099999999999,6.65,0.087,313,-2.381,0.118,2.879,0.106,0.521,0.04,,9.27,0.15,11.32,1837.0,-576.0,-1731.0,212.0,9083.0,NGC 2627                       ,129.309,-29.952
876,NGC_2632         ,130.054,19.621,-154.048,32.428,0.985,685,-36.09,1.115,-12.919,0.997,5.361,0.129,,8.83,0.0,6.31,183.0,-139.0,-67.0,98.0,8479.0,NGC 2632                       ,130.0542,19.6211
878,NGC_2645         ,129.774,-46.235,-95.207,-2.903,0.043,36,-5.887,0.088,5.071,0.076,0.523,0.035,,7.41,1.0,11.23,1763.0,-159.0,-1754.0,-89.0,8679.0,NGC 2645                       ,129.774,-46.235
882,NGC_2669         ,131.611,-52.931,-89.17099999999999,-6.073,0.118,209,-4.136,0.138,4.649,0.142,0.845,0.046,,8.13,0.51,10.2,1096.0,15.0,-1090.0,-116.0,8395.0,NGC 2669                       ,131.611,-52.931
883,NGC_2670         ,131.386,-48.801,-92.50900000000001,-3.62,0.11,191,-5.379,0.126,3.621,0.112,0.647,0.04,,8.01,1.08,10.9,1512.0,-66.0,-1508.0,-95.0,8540.0,NGC 2670                       ,131.386,-48.801
884,NGC_2671         ,131.557,-41.886,-97.84300000000002,0.786,0.071,123,-1.569,0.149,0.94,0.137,0.687,0.031,,8.52,2.31,10.71,1386.0,-189.0,-1372.0,19.0,8638.0,NGC 2671                       ,131.557,-41.886
885,NGC_2682         ,132.846,11.814,-144.309,31.921,0.166,598,-10.986,0.193,-2.964,0.201,1.135,0.051,,9.63,0.07,9.75,889.0,-613.0,-440.0,470.0,8964.0,NGC 2682                       ,132.846,11.814
889,NGC_2910         ,142.643,-52.913,-84.68200000000002,-1.164,0.053,118,-6.802,0.163,6.159,0.157,0.746,0.037,,8.11,0.57,10.51,1266.0,117.0,-1260.0,-25.0,8318.0,NGC 2910                       ,142.643,-52.913
890,NGC_2925         ,143.321,-53.413,-84.04399999999998,-1.254,0.141,84,-8.533,0.171,5.336,0.145,1.295,0.046,,8.11,0.2,9.34,738.0,76.0,-734.0,-16.0,8295.0,NGC 2925                       ,143.3211,-53.413
891,NGC_2972         ,145.058,-50.326,-85.30900000000003,1.759,0.043,93,-5.085,0.125,2.489,0.087,0.483,0.05,,8.69,1.22,11.49,1986.0,162.0,-1979.0,60.0,8413.0,NGC 2972                       ,145.058,-50.326
892,NGC_3033         ,147.145,-56.415,-80.41199999999998,-2.07,0.102,84,-7.554,0.107,4.254,0.09,0.532,0.035,,8.83,0.76,11.26,1784.0,297.0,-1758.0,-64.0,8232.0,NGC 3033                       ,147.1451,-56.415
894,NGC_3114         ,150.553,-60.041,-76.75400000000002,-3.805,0.41,1222,-7.376,0.187,3.779,0.191,0.954,0.048,,8.16,0.27,10.05,1021.0,233.0,-991.0,-67.0,8166.0,NGC 3114                       ,150.5531,-60.041
